estudiante_skey,id_estudiante,dni,nombre,apellido,genero,fecha_nacimiento,nacionalidad,anio_ingreso,edad_ingreso,egreso_carrera,anio_egreso,abandono_carrera,anio_abandono,nombre_programa,tipo_programa,duracion_programa,anio_plan_programa,facultad_programa,valid_from,valid_to,es_actual,total_inscripciones,es_ingresante_sin_cursada
90664,43896,37799217,Federico,Martínez,M,2007-02-04,Argentina,2020,13,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
90680,44360,37802104,Cristian,Vera,M,2005-03-26,Argentina,2024,19,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
90757,7131,37820477,Damián,García,M,2006-04-20,Argentina,2020,14,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
90843,124056,37836048,Valeria,Reyes,F,2004-01-23,Argentina,2020,16,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
90916,113194,37849591,Noelia,Ramos,F,2005-12-13,Argentina,2024,19,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
90941,108498,37854590,Iván,Santos,M,1997-08-25,Venezolana,2020,23,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
91089,37638,37885461,Patricia,Flores,F,2007-05-01,Argentina,2024,17,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
91101,110793,37886872,Agustín,Ojeda,M,2002-11-14,Argentina,2020,18,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
91116,2338,37891945,Florencia,Cabrera,F,2001-07-05,Argentina,2020,19,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
91170,8669,37905121,Tomás,López,M,2001-05-05,Argentina,2020,19,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
91242,22835,37918827,Cristian,López,M,2004-01-20,Argentina,2020,16,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
91252,79228,37922195,Camila,Peralta,F,2007-05-11,Argentina,2024,17,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
91359,100651,37942190,Camila,Pérez,F,1999-01-10,Argentina,2021,22,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
91374,27307,37944490,Agustín,Núñez,M,2002-07-05,Argentina,2020,18,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
91454,93223,37959809,Claudio,Carrizo,M,2007-03-05,Argentina,2020,13,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
91534,124103,37973015,Ramiro,Martínez,M,2005-10-13,Argentina,2024,19,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
91549,72944,37977868,Claudio,Romero,M,1999-08-15,No especificado,2020,21,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
91560,58845,37980911,Julián,Souza,M,2002-01-11,Brasileña,2020,18,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
91583,122896,37986265,Cristian,Carrizo,M,2004-10-21,Argentina,2024,20,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
91591,83725,37989592,Cristian,Oliveira,M,2006-01-29,Brasileña,2020,14,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
91653,65391,38002625,Sebastián,Acosta,M,2000-03-19,Argentina,2024,24,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
91654,4667,38002727,Facundo,Ríos,M,2003-11-28,Argentina,2020,17,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
91663,25465,38003967,Verónica,López,F,2006-05-20,Argentina,2020,14,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
91668,97533,38004775,Diego,Acosta,M,2002-12-12,Argentina,2020,18,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
91693,560,38009576,Damián,Pérez,M,2003-05-14,Argentina,2024,21,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
91715,44369,38014715,Alejandro,Núñez,M,2000-06-28,Argentina,2020,20,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
91741,68920,38019280,Sebastián,Martínez,M,2005-12-16,Argentina,2024,19,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
91775,105123,38027898,Tomás,Álvarez,M,2006-04-09,Argentina,2020,14,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
91780,87805,38028190,Ramiro,Cruz,M,2002-11-29,Argentina,2020,18,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
91781,2115,38028545,Alejandra,Castro,F,2007-06-16,Argentina,2020,13,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
91883,124997,38045995,Matías,Pérez,M,2003-11-02,Argentina,2020,17,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
91885,124043,38046165,Agustín,López,M,1999-03-09,Argentina,2020,21,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
91891,90803,38048096,Sofía,Reyes,F,2007-04-25,Argentina,2020,13,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
91931,52736,38054776,Cristian,Rodríguez,M,2002-11-27,Argentina,2020,18,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
91956,68184,38059274,Maximiliano,Ortega,M,2004-03-03,Argentina,2020,16,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
91958,108096,38059975,Emilio,Herrera,M,2005-08-06,Argentina,2020,15,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
92019,36035,38074286,Tomás,Silva,M,2005-01-27,Uruguaya,2020,15,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
92060,95862,38083515,Alejandro,Gómez,M,2003-11-28,Argentina,2020,17,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
92064,41449,38084213,Lucas,Peralta,M,2007-01-23,Argentina,2020,13,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
92067,46346,38084317,Sebastián,Cruz,M,1997-07-25,Argentina,2020,23,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
92152,37861,38100111,Cristian,Fernández,M,2007-12-25,Argentina,2020,13,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
92222,94010,38113764,Fernando,Herrera,M,2003-08-17,Argentina,2020,17,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
92274,25801,38123812,Julián,Vera,M,2001-10-05,Argentina,2020,19,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
92329,12143,38134231,Hernán,Molina,M,2001-05-14,Argentina,2024,23,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
92338,37244,38135985,Sergio,López,M,1995-02-07,Argentina,2020,25,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
92350,871,38138326,Lucas,Díaz,M,2000-10-20,Argentina,2020,20,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
92412,128415,38151408,Mariana,Díaz,F,2003-01-19,Peruana,2020,17,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
92468,1232,38166413,Silvina,Cruz,F,2001-09-17,Argentina,2024,23,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
92483,102651,38169223,Claudio,Silva,M,2006-11-04,Uruguaya,2024,18,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
92497,116998,38171568,Silvina,Castro,F,2002-11-10,Argentina,2020,18,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
92604,40781,38192721,Iván,Suárez,M,2007-02-15,Argentina,2020,13,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
92612,83124,38193921,Facundo,Castro,M,2000-06-04,Argentina,2020,20,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
92660,79223,38203650,Laura,Medina,F,1999-04-05,Argentina,2020,21,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
92667,121810,38204523,Florencia,Ledesma,F,2007-02-08,Argentina,2020,13,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
92761,11605,38223528,Damián Damián,Díaz,M,2004-10-30,Argentina,2020,16,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
92769,1099,38224655,Emilio,Moreno,M,2004-08-29,Argentina,2024,20,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
92791,28043,38230760,Patricia,Cruz,F,2002-01-05,Argentina,2021,19,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
92845,93398,38241733,Hernán,Silva,M,2003-06-25,Paraguaya,2020,17,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
92936,127539,38259021,Tomás,Rodríguez,M,2001-01-11,Argentina,2024,23,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
92975,877,38265831,Santiago,Benítez,M,2007-12-05,Colombiana,2020,13,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
92988,119598,38269399,Pablo,Santos,M,2007-11-17,Chilena,2021,14,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
93002,119418,38271507,Ezequiel,Vera,M,2007-06-23,Argentina,2020,13,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
93011,10026,38273677,Rodrigo,Carrizo,M,2005-08-16,Argentina,2024,19,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
93031,73657,38277616,Gonzalo,García,M,2005-02-10,Argentina,2024,19,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
93067,106629,38284517,Santiago,Fuentes,M,2000-02-02,Paraguaya,2020,20,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
93077,65434,38286218,Patricia,Ríos,F,2004-12-15,Argentina,2020,16,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
93127,99720,38300699,Nicolás,Sánchez,M,2002-10-03,Argentina,2020,18,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
93177,7252,38310953,Federico,Muñoz,M,2007-12-22,Peruana,2024,17,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
93185,70421,38313664,Tomás,Molina,M,2005-11-15,Argentina,2020,15,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
93214,106401,38318488,Gastón,Ojeda,M,2004-05-05,Argentina,2020,16,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
93223,8650,38320109,Emilio,Acosta,M,2003-10-08,Argentina,2020,17,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
93229,119606,38321668,Gonzalo,García,M,2005-09-07,Argentina,2024,19,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
93267,66787,38328193,Noelia,Carrizo,F,2000-07-29,Argentina,2024,24,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
93271,38320,38329016,Sebastián,Vega,M,2006-10-12,Argentina,2020,14,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
93297,124286,38333372,Julián,Suárez,M,2007-05-16,Argentina,2020,13,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
93304,63314,38335043,Gonzalo,Núñez,M,2003-10-22,Argentina,2020,17,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
93314,17432,38338473,Federico,Ramírez,M,2003-10-07,Argentina,2020,17,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
93356,52614,38347360,Fernando,Pérez,M,2000-09-01,Argentina,2024,24,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
93391,115667,38354766,Diego,Reyes,M,1998-12-29,Argentina,2020,22,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
93444,59886,38364702,Agustín,Mendoza,M,2002-03-24,Argentina,2020,18,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
93515,93261,38377545,Santiago,Cruz,M,1999-04-21,Argentina,2024,25,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
93577,29974,38391546,Ezequiel,Ríos,M,2007-10-21,Argentina,2020,13,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
93581,122423,38392708,Rodrigo,Mendoza,M,2000-01-13,Argentina,2024,24,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
93746,99094,38422647,Sebastián,López,M,2002-11-10,Argentina,2020,18,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
93805,101865,38434928,Ezequiel Ezequiel,Moreno,M,2002-01-14,Argentina,2020,18,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
93856,77102,38443334,Vanesa,Ojeda,F,2004-10-02,Argentina,2024,20,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
93887,109898,38450473,Fernando,Gómez,M,2004-09-21,Argentina,2024,20,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
93928,47981,38456622,Nicolás,Oliveira,M,1999-08-15,Uruguaya,2020,21,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
93930,116959,38457034,Tomás,Rojas,M,2005-04-08,Argentina,2021,16,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
93937,89122,38458319,Facundo,Moreno,M,2001-08-18,No especificado,2020,19,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
93944,19777,38459383,Julián,Souza,M,2003-09-12,Brasileña,2020,17,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
93968,36603,38464812,Santiago,Ledesma,M,2004-07-12,Argentina,2024,20,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
94001,75746,38472199,Matías,García,M,2006-12-13,Argentina,2020,14,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
94014,112489,38475601,Facundo,Reyes,M,2006-07-20,Argentina,2024,18,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
94032,114004,38479021,Cristian,Fuentes,M,2003-01-26,Chilena,2020,17,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
94117,14241,38494085,Laura,Fernández,F,2007-07-05,Argentina,2020,13,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
94125,6891,38495113,Alejandro,Quispe,M,1995-10-16,Venezolana,2020,25,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
94184,52679,38509202,Damián,Castro,M,2004-09-14,Argentina,2020,16,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
94260,86878,38524597,Diego,Suárez,M,2005-07-14,Argentina,2021,16,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
94288,88024,38529288,Gonzalo,Rojas,M,2005-11-10,Argentina,2020,15,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
94300,70982,38531772,Ramiro,Cabrera,M,2007-03-20,Argentina,2021,14,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
94343,14840,38540387,Ramiro,Ramírez,M,2004-07-26,Argentina,2020,16,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
94423,29673,38553959,Hernán,Ríos,M,2004-09-24,Argentina,2024,20,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
94479,90031,38563410,Luciana,Romero,F,2003-11-21,Argentina,2020,17,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
94655,37721,38597735,Gonzalo,Herrera,M,2004-09-09,Argentina,2020,16,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
94668,14855,38600297,Julián,Vargas,M,2004-01-01,No especificado,2024,20,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
94692,122970,38604616,Gastón,Silva,M,2007-12-28,Chilena,2024,17,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
94789,21121,38624427,Sebastián,Apaza,M,2004-10-11,Boliviana,2020,16,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
94813,125234,38628100,Matías,Flores,M,1997-07-06,Argentina,2020,23,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
94869,26738,38643213,Facundo,Medina,M,2006-11-15,Argentina,2024,18,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
94925,58763,38655782,Valentina,Pereira,F,2005-05-22,Venezolana,2020,15,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
94988,46214,38671299,Tomás,Cruz,M,2002-02-01,Argentina,2021,19,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
95026,100857,38679026,Leandro,Ruiz,M,2006-10-19,Argentina,2020,14,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
95053,119812,38684365,Nicolás,Sánchez,M,2003-06-04,Argentina,2024,21,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
95058,46256,38684875,Pablo,Mendoza,M,1999-09-03,Argentina,2020,21,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
95104,71595,38692885,Iván,Morales,M,2005-04-03,Argentina,2020,15,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
95184,93900,38709167,Fernando,Moreno,M,2004-07-03,Argentina,2021,17,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
95197,11859,38711186,Laura,Morales,F,1997-11-19,Argentina,2020,23,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
95208,91347,38713516,Tomás,Oliveira,M,2007-06-12,Peruana,2020,13,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
95217,47606,38715110,Sofía,García,F,2001-01-01,Argentina,2020,19,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
95319,86087,38736769,Verónica,Vega,F,2006-06-11,Argentina,2020,14,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
95350,109144,38740763,Leandro,Álvarez,M,1996-04-05,Argentina,2020,24,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
95389,106897,38749649,Maximiliano,Morales,M,2002-11-21,Argentina,2020,18,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
95396,57446,38750526,Sebastián,Vera,M,2003-11-17,Argentina,2020,17,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
95455,6139,38762576,Julián,Gómez,M,2001-07-13,Argentina,2020,19,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
95552,104339,38784315,Alejandro,Castro,M,2003-12-06,Argentina,2020,17,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
95589,43644,38791292,Gonzalo,Ortega,M,1999-08-05,Argentina,2020,21,0,,1,2020.0,Ingeniería Eléctrica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
95650,42523,38802786,Hernán,Santos,M,2004-04-08,Peruana,2020,16,0,,1,2020.0,Ingeniería Electrónica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
95668,96147,38805046,Leandro,Ruiz,M,2005-02-05,Argentina,2020,15,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
95686,36061,38807351,Noelia,Souza,F,2002-08-28,Paraguaya,2024,22,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
95767,64389,38823371,Sergio,Acosta,M,2002-10-23,Argentina,2024,22,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
95770,75596,38823673,Natalia,Ledesma,F,2008-01-01,Argentina,2021,13,0,,1,2021.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
95781,114908,38825983,Rodrigo,Herrera,M,2004-07-02,Argentina,2020,16,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
95818,14926,38833343,Vanesa,Torres,F,2002-05-10,Argentina,2024,22,0,,1,2024.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
95892,11530,38848411,Facundo,Fuentes,M,2007-09-20,Colombiana,2020,13,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
95899,28559,38850244,Sebastián,Núñez,M,2003-11-20,Argentina,2020,17,0,,1,2020.0,Ingeniería Aeronáutica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
95904,46153,38851367,Santiago,Carrizo,M,2000-11-21,Argentina,2020,20,0,,1,2020.0,Ingeniería Mecánica,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
95909,4339,38852139,Gonzalo,Martínez,M,1998-03-15,Argentina,2020,22,0,,1,2020.0,Tecnicatura Universitaria En Programación,Pregrado,3,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
95911,126743,38852507,Hernán,Moreno,M,2003-05-15,Argentina,2020,17,0,,1,2020.0,Ingeniería Química,Grado,5,,Facultad Regional Buenos Aires,2026-05-26,,1,,1
